"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_id","regulation"
-3.49212945251892,8.06962373198861,-49.1534692354442,0,0,903.621444583992,"?|653553","DOWN"
6.04674075807697,2.01920682437917,81.210867368424,0,0,1824.88051890398,"A2BP1|54715","UP"
3.82254438023028,6.79200623467479,56.7377614291875,0,0,1123.66859062011,"AATK|9625","UP"
4.61174669606575,9.33218280350954,63.317783598,0,0,1315.48224087083,"ABAT|18","UP"
2.40846584159014,10.3944772903823,55.8884475530326,0,0,1098.903842428,"ABCA2|20","UP"
3.50962052737813,6.14512051079843,56.5505196911993,0,0,1118.20780894498,"ABCB1|5243","UP"
-2.17052513465525,10.4994879605719,-47.3191604486657,0,0,851.058455053136,"ABCC1|4363","DOWN"
3.11245967316912,4.34713273946117,47.3914970888057,0,0,853.123930107622,"ABCD2|225","UP"
4.13618913356761,6.60153733355115,65.7246072079267,0,0,1385.34750593089,"ABCG2|9429","UP"
2.84781364295692,2.72244332221585,50.4087913435142,0,0,939.790962785575,"ABCG4|64137","UP"
2.54959550338329,7.66523610780485,72.6359405941654,0,0,1584.03923038574,"ABHD6|57406","UP"
1.99622903976994,10.4347643651133,74.3438265571542,0,0,1632.56947228371,"ABI2|10152","UP"
1.59472254495978,11.1693578305142,51.7139347489259,0,0,977.534570661855,"ABR|29","UP"
-3.11094678001343,6.38302529759261,-44.9162255736437,0,0,782.849998441827,"ACAP1|9744","DOWN"
1.81237805201133,9.82070508954476,48.013615467287,0,0,870.913789954502,"ACAP3|116983","UP"
-1.02623539403967,10.6519758507784,-44.3920090557648,0,0,768.085678935988,"ACBD3|64746","DOWN"
3.4406449747913,6.19771405639981,49.0789595360356,0,0,901.479263687105,"ACBD7|414149","UP"
4.58302382592482,7.44376125912528,78.6430383235144,0,0,1753.52836404707,"ACCN2|41","UP"
8.18331408856974,3.29725311514938,132.403530193503,0,0,3082.53604204069,"ACCN4|55515","UP"
-2.72945915642252,6.29820106625015,-46.9657143698402,0,0,840.975748761958,"ACOT4|122970","DOWN"
-5.0770175518547,9.36757538832642,-88.3436137804296,0,0,2019.22784018342,"ACP5|54","DOWN"
6.86912855694954,4.13349309950007,127.23632872089,0,0,2969.81734722479,"ACSBG1|23205","UP"
5.65828631412398,4.34938051087031,76.0712055039687,0,0,1681.38464316263,"ACSL6|23305","UP"
-4.16938142376926,4.77838969908953,-52.4141899484225,0,0,997.834229118153,"ACSM3|6296","DOWN"
4.11668319046547,3.83120386043197,57.2126479985502,0,0,1137.52045094279,"ACSM5|54988","UP"
7.23342702669419,1.7020647535275,113.788934513522,0,0,2662.04872419444,"ACTL6B|51412","UP"
6.47358452493349,3.85973367399686,77.8058742970132,0,0,1730.11736283901,"ACTN2|88","UP"
-1.40862142659264,13.17302059633,-50.5274592700749,0,0,943.217299793462,"ACTN4|81","DOWN"
-2.37460892868531,4.75704346450125,-49.652076761218,0,0,917.97050685197,"ACTR3C|653857","DOWN"
2.36447027930479,7.06294724507516,70.0653296971822,0,0,1510.53524775585,"ACYP2|98","UP"
3.75304443655441,4.25612378975481,56.939325718544,0,0,1129.54763820285,"ADAM11|4185","UP"
-1.57125582837943,11.490855575011,-43.2973884342105,0,0,737.408572913322,"ADAM15|8751","DOWN"
4.27041491676616,5.2003473815095,55.5145697104663,0,0,1088.00687745233,"ADAM22|53616","UP"
-9.11448139356849,12.6600483935414,-79.3506566973553,0,0,1773.2604117612,"ADAM6|8755","DOWN"
-2.75529268872302,8.38727670627006,-44.1528539313396,0,0,761.365262585215,"ADAM8|101","DOWN"
-3.18348240518108,7.26289877445735,-43.5149550011628,0,0,743.48881370406,"ADAMTS2|9509","DOWN"
-3.2806261738191,5.292433710334,-47.886583058172,0,0,867.277502650304,"ADAMTSL5|339366","DOWN"
4.5706618781631,2.80058802997944,58.8818307018815,0,0,1186.21990591161,"ADARB2|105","UP"
6.76527022815473,5.82536409711766,65.6965370268294,0,0,1384.53427118319,"ADCY2|108","UP"
8.29063945035545,2.75964808938664,96.689304175765,0,0,2238.92649212205,"ADCY8|114","UP"
9.04612023545612,2.75585239697829,141.913381994116,0,0,3282.39665901507,"ADCYAP1R1|117","UP"
1.17323765704574,12.1848682423003,57.7029891500036,0,0,1151.82544175925,"ADD1|118","UP"
4.54141362987078,6.15244477014835,46.2321392060574,0,0,820.101561899251,"ADD2|119","UP"
2.89998721619386,6.15976420569172,46.9899139273648,0,0,841.665577111628,"ADHFE1|137872","UP"
